millis,stamp,datetime,motion,temp,hum
4400000,1599494145,2020/9/7 15:55:45,Inactive,21.20,49.50
4400999,1599494146,2020/9/7 15:55:46,Inactive,21.10,49.50
4401999,1599494147,2020/9/7 15:55:47,Inactive,21.10,49.50
4402999,1599494148,2020/9/7 15:55:48,Inactive,21.20,49.50
4404000,1599494149,2020/9/7 15:55:49,Inactive,21.20,49.50
4404999,1599494150,2020/9/7 15:55:50,Inactive,21.10,49.50
4405999,1599494151,2020/9/7 15:55:51,Inactive,21.10,49.50
4406999,1599494152,2020/9/7 15:55:52,Inactive,21.10,49.60
4407999,1599494153,2020/9/7 15:55:53,Inactive,21.10,49.60
4408999,1599494154,2020/9/7 15:55:54,Inactive,21.10,49.70
4410000,1599494155,2020/9/7 15:55:55,Inactive,21.10,49.70
4410999,1599494156,2020/9/7 15:55:56,Inactive,21.10,49.70
4412000,1599494157,2020/9/7 15:55:57,Inactive,21.10,49.70
4412999,1599494158,2020/9/7 15:55:58,Inactive,21.10,49.70
4414000,1599494159,2020/9/7 15:55:59,Inactive,21.10,49.70
4414999,1599494160,2020/9/7 15:56:0,Inactive,21.20,49.80
4416000,1599494161,2020/9/7 15:56:1,Inactive,21.20,49.80
4416999,1599494162,2020/9/7 15:56:2,Inactive,21.10,49.80
4417999,1599494163,2020/9/7 15:56:3,Inactive,21.10,49.80
4418999,1599494164,2020/9/7 15:56:4,Inactive,21.10,49.80
4419999,1599494165,2020/9/7 15:56:5,Inactive,21.10,49.80
4420999,1599494166,2020/9/7 15:56:6,Inactive,21.10,49.80
4421999,1599494167,2020/9/7 15:56:7,Inactive,21.10,49.80
4422999,1599494168,2020/9/7 15:56:8,Inactive,21.20,49.80
4423999,1599494169,2020/9/7 15:56:9,Inactive,21.20,49.80
4424999,1599494170,2020/9/7 15:56:10,Inactive,21.20,49.80
4426000,1599494171,2020/9/7 15:56:11,Inactive,21.20,49.80
4426999,1599494172,2020/9/7 15:56:12,Inactive,21.10,49.80
4428000,1599494173,2020/9/7 15:56:13,Inactive,21.10,49.80
4428999,1599494174,2020/9/7 15:56:14,Inactive,21.10,49.80
4430000,1599494175,2020/9/7 15:56:15,Inactive,21.10,49.80
4430999,1599494176,2020/9/7 15:56:16,Inactive,21.10,49.80
4432000,1599494177,2020/9/7 15:56:17,Inactive,21.10,49.80
4432999,1599494178,2020/9/7 15:56:18,Inactive,21.10,49.80
4434000,1599494179,2020/9/7 15:56:19,Inactive,21.10,49.80
4434999,1599494180,2020/9/7 15:56:20,Inactive,21.10,49.80
4436000,1599494181,2020/9/7 15:56:21,Inactive,21.10,49.80
4436999,1599494182,2020/9/7 15:56:22,Inactive,21.10,49.80
4438000,1599494183,2020/9/7 15:56:23,Inactive,21.10,49.80
4438999,1599494184,2020/9/7 15:56:24,Inactive,21.10,49.80
4440000,1599494185,2020/9/7 15:56:25,Inactive,21.10,49.80
4440999,1599494186,2020/9/7 15:56:26,Inactive,21.10,49.80
4442000,1599494187,2020/9/7 15:56:27,Inactive,21.10,49.80
4442999,1599494188,2020/9/7 15:56:28,Inactive,21.10,49.80
4444000,1599494189,2020/9/7 15:56:29,Inactive,21.10,49.80
4444999,1599494190,2020/9/7 15:56:30,Inactive,21.10,49.80
4446000,1599494191,2020/9/7 15:56:31,Inactive,21.10,49.80
4446999,1599494192,2020/9/7 15:56:32,Inactive,21.10,49.80
4448000,1599494193,2020/9/7 15:56:33,Inactive,21.10,49.80
4448999,1599494194,2020/9/7 15:56:34,Inactive,21.10,49.70
4450000,1599494196,2020/9/7 15:56:36,Inactive,21.10,49.70
4450999,1599494197,2020/9/7 15:56:37,Inactive,21.10,49.60
4451999,1599494198,2020/9/7 15:56:38,Inactive,21.10,49.60
4452999,1599494199,2020/9/7 15:56:39,Inactive,21.20,49.60
4453999,1599494200,2020/9/7 15:56:40,Inactive,21.20,49.60
4454999,1599494201,2020/9/7 15:56:41,Inactive,21.20,49.60
4455999,1599494202,2020/9/7 15:56:42,Inactive,21.20,49.60
4456999,1599494203,2020/9/7 15:56:43,Inactive,21.20,49.60
4457999,1599494204,2020/9/7 15:56:44,Inactive,21.20,49.60
4458999,1599494205,2020/9/7 15:56:45,Inactive,21.10,49.60
4459999,1599494206,2020/9/7 15:56:46,Inactive,21.10,49.60
4460999,1599494207,2020/9/7 15:56:47,Inactive,21.10,49.60
4461999,1599494208,2020/9/7 15:56:48,Inactive,21.10,49.60
4462999,1599494209,2020/9/7 15:56:49,Inactive,21.10,49.60
4464000,1599494210,2020/9/7 15:56:50,Inactive,21.10,49.60
4464999,1599494211,2020/9/7 15:56:51,Inactive,21.20,49.70
4465999,1599494212,2020/9/7 15:56:52,Inactive,21.20,49.70
4466999,1599494213,2020/9/7 15:56:53,Inactive,21.20,49.70
4467999,1599494214,2020/9/7 15:56:54,Inactive,21.20,49.70
4468999,1599494215,2020/9/7 15:56:55,Inactive,21.10,49.70
4470000,1599494216,2020/9/7 15:56:56,Inactive,21.10,49.70
4470999,1599494217,2020/9/7 15:56:57,Inactive,21.10,49.70
4472000,1599494218,2020/9/7 15:56:58,Inactive,21.10,49.70
4472999,1599494219,2020/9/7 15:56:59,Inactive,21.10,49.70
4474000,1599494220,2020/9/7 15:57:0,Inactive,21.10,49.70
4474999,1599494221,2020/9/7 15:57:1,Inactive,21.10,49.80
4475999,1599494222,2020/9/7 15:57:2,Inactive,21.10,49.80
4476999,1599494223,2020/9/7 15:57:3,Inactive,21.10,49.80
4477999,1599494224,2020/9/7 15:57:4,Inactive,21.10,49.80
4478999,1599494225,2020/9/7 15:57:5,Inactive,21.10,49.80
4480000,1599494226,2020/9/7 15:57:6,Inactive,21.10,49.80
4480999,1599494227,2020/9/7 15:57:7,Inactive,21.10,49.90
4481999,1599494228,2020/9/7 15:57:8,Inactive,21.10,49.90
4482999,1599494229,2020/9/7 15:57:9,Inactive,21.10,49.90
4483999,1599494230,2020/9/7 15:57:10,Inactive,21.10,49.90
4484999,1599494231,2020/9/7 15:57:11,Inactive,21.20,49.90
4485999,1599494232,2020/9/7 15:57:12,Inactive,21.20,49.90
4486999,1599494233,2020/9/7 15:57:13,Inactive,21.10,49.80
4488000,1599494234,2020/9/7 15:57:14,Inactive,21.10,49.80
4488999,1599494235,2020/9/7 15:57:15,Inactive,21.10,49.80
4490000,1599494236,2020/9/7 15:57:16,Inactive,21.10,49.80
4490999,1599494237,2020/9/7 15:57:17,Inactive,21.10,49.80
4492000,1599494238,2020/9/7 15:57:18,Inactive,21.10,49.80
4492999,1599494239,2020/9/7 15:57:19,Inactive,21.10,49.80
4494000,1599494240,2020/9/7 15:57:20,Inactive,21.10,49.80
4494999,1599494241,2020/9/7 15:57:21,Inactive,21.10,49.90
4496000,1599494242,2020/9/7 15:57:22,Inactive,21.10,49.90
4496999,1599494243,2020/9/7 15:57:23,Inactive,21.20,50.00
4497999,1599494244,2020/9/7 15:57:24,Inactive,21.20,50.00
4498999,1599494245,2020/9/7 15:57:25,Inactive,21.10,49.90
4499999,1599494246,2020/9/7 15:57:26,Inactive,21.10,49.90
4500999,1599494247,2020/9/7 15:57:27,Inactive,21.10,50.00
4501999,1599494248,2020/9/7 15:57:28,Inactive,21.10,50.00
4502999,1599494249,2020/9/7 15:57:29,Inactive,21.10,50.00
4503999,1599494250,2020/9/7 15:57:30,Inactive,21.10,50.00
4504999,1599494251,2020/9/7 15:57:31,Inactive,21.10,50.00
4505999,1599494252,2020/9/7 15:57:32,Inactive,21.10,50.00
4506999,1599494253,2020/9/7 15:57:33,Inactive,21.10,50.00
4507999,1599494254,2020/9/7 15:57:34,Inactive,21.10,50.00
4508999,1599494255,2020/9/7 15:57:35,Inactive,21.10,50.00
4509999,1599494256,2020/9/7 15:57:36,Inactive,21.10,50.00
4510999,1599494257,2020/9/7 15:57:37,Inactive,21.10,49.90
4512000,1599494258,2020/9/7 15:57:38,Inactive,21.10,49.90
4512999,1599494259,2020/9/7 15:57:39,Inactive,21.10,49.90
4513999,1599494260,2020/9/7 15:57:40,Inactive,21.10,49.90
4514999,1599494261,2020/9/7 15:57:41,Inactive,21.20,49.90
4515999,1599494262,2020/9/7 15:57:42,Inactive,21.20,49.90
4516999,1599494263,2020/9/7 15:57:43,Inactive,21.20,49.80
4518000,1599494264,2020/9/7 15:57:44,Inactive,21.20,49.80
4518999,1599494265,2020/9/7 15:57:45,Inactive,21.20,49.80
4520000,1599494266,2020/9/7 15:57:46,Inactive,21.20,49.80
4520999,1599494267,2020/9/7 15:57:47,Inactive,21.10,49.80
4522000,1599494268,2020/9/7 15:57:48,Inactive,21.10,49.80
4522999,1599494269,2020/9/7 15:57:49,Inactive,21.10,49.80
4524000,1599494270,2020/9/7 15:57:50,Inactive,21.10,49.80
4524999,1599494271,2020/9/7 15:57:51,Inactive,21.10,49.80
4526000,1599494272,2020/9/7 15:57:52,Inactive,21.10,49.80
4526999,1599494273,2020/9/7 15:57:53,Inactive,21.10,50.00
4528000,1599494274,2020/9/7 15:57:54,Inactive,21.10,50.00
4528999,1599494275,2020/9/7 15:57:55,Inactive,21.20,50.40
4529999,1599494276,2020/9/7 15:57:56,Inactive,21.20,50.40
4530999,1599494277,2020/9/7 15:57:57,Inactive,21.10,50.30
4531999,1599494278,2020/9/7 15:57:58,Inactive,21.10,50.30
4532999,1599494279,2020/9/7 15:57:59,Inactive,21.20,50.30
4533999,1599494280,2020/9/7 15:58:0,Inactive,21.20,50.30
4534999,1599494281,2020/9/7 15:58:1,Inactive,21.20,50.20
4536000,1599494282,2020/9/7 15:58:2,Inactive,21.20,50.20
4536999,1599494283,2020/9/7 15:58:3,Inactive,21.10,50.10
4538000,1599494284,2020/9/7 15:58:4,Inactive,21.10,50.10
4538999,1599494285,2020/9/7 15:58:5,Inactive,21.10,50.10
4540000,1599494286,2020/9/7 15:58:6,Inactive,21.10,50.10
4540999,1599494287,2020/9/7 15:58:7,Inactive,21.10,50.10
4542000,1599494288,2020/9/7 15:58:8,Inactive,21.10,50.10
4542999,1599494289,2020/9/7 15:58:9,Inactive,21.10,50.10
4544000,1599494290,2020/9/7 15:58:10,Inactive,21.10,50.10
4544999,1599494291,2020/9/7 15:58:11,Inactive,21.20,50.10
4546000,1599494292,2020/9/7 15:58:12,Inactive,21.20,50.10
4546999,1599494293,2020/9/7 15:58:13,Inactive,21.10,50.00
4547999,1599494294,2020/9/7 15:58:14,Inactive,21.10,50.00
4548999,1599494295,2020/9/7 15:58:15,Inactive,21.10,49.90
4549999,1599494296,2020/9/7 15:58:16,Inactive,21.10,49.90
4550999,1599494297,2020/9/7 15:58:17,Inactive,21.20,49.80
4552000,1599494298,2020/9/7 15:58:18,Inactive,21.20,49.80
4552999,1599494299,2020/9/7 15:58:19,Inactive,21.10,49.70
4554000,1599494300,2020/9/7 15:58:20,Inactive,21.10,49.70
4554999,1599494301,2020/9/7 15:58:21,Inactive,21.10,49.70
4556000,1599494302,2020/9/7 15:58:22,Inactive,21.10,49.70
4556999,1599494303,2020/9/7 15:58:23,Inactive,21.20,49.70
4557999,1599494304,2020/9/7 15:58:24,Inactive,21.20,49.70
4558999,1599494305,2020/9/7 15:58:25,Inactive,21.10,49.60
4560000,1599494306,2020/9/7 15:58:26,Inactive,21.10,49.60
4560999,1599494307,2020/9/7 15:58:27,Inactive,21.10,49.60
4561999,1599494308,2020/9/7 15:58:28,Inactive,21.10,49.60
4562999,1599494309,2020/9/7 15:58:29,Inactive,21.20,49.60
4563999,1599494310,2020/9/7 15:58:30,Inactive,21.20,49.60
4564999,1599494311,2020/9/7 15:58:31,Inactive,21.20,49.80
4566000,1599494312,2020/9/7 15:58:32,Inactive,21.20,49.80
4566999,1599494313,2020/9/7 15:58:33,Inactive,21.10,51.70
4567999,1599494314,2020/9/7 15:58:34,Inactive,21.10,51.70
4568999,1599494315,2020/9/7 15:58:35,Inactive,21.10,52.10
4569999,1599494316,2020/9/7 15:58:36,Inactive,21.10,52.10
4570999,1599494317,2020/9/7 15:58:37,Inactive,21.20,52.00
4571999,1599494318,2020/9/7 15:58:38,Inactive,21.20,52.00
4572999,1599494319,2020/9/7 15:58:39,Inactive,21.20,51.60
4573999,1599494320,2020/9/7 15:58:40,Inactive,21.20,51.60
4574999,1599494321,2020/9/7 15:58:41,Inactive,21.10,51.20
4576000,1599494322,2020/9/7 15:58:42,Inactive,21.10,51.20
4576999,1599494323,2020/9/7 15:58:43,Inactive,21.20,51.00
4577999,1599494324,2020/9/7 15:58:44,Inactive,21.20,51.00
4578999,1599494325,2020/9/7 15:58:45,Inactive,21.20,50.80
4580000,1599494326,2020/9/7 15:58:46,Inactive,21.20,50.80
4580999,1599494327,2020/9/7 15:58:47,Inactive,21.10,50.60
4581999,1599494328,2020/9/7 15:58:48,Inactive,21.10,50.60
4582999,1599494329,2020/9/7 15:58:49,Inactive,21.20,50.50
4583999,1599494330,2020/9/7 15:58:50,Inactive,21.20,50.50
4584999,1599494331,2020/9/7 15:58:51,Inactive,21.10,50.40
4586000,1599494332,2020/9/7 15:58:52,Inactive,21.10,50.40
4586999,1599494333,2020/9/7 15:58:53,Inactive,21.20,50.40
4587999,1599494334,2020/9/7 15:58:54,Inactive,21.20,50.40
4588999,1599494335,2020/9/7 15:58:55,Inactive,21.20,50.30
4589999,1599494336,2020/9/7 15:58:56,Inactive,21.20,50.30
4590999,1599494337,2020/9/7 15:58:57,Inactive,21.10,50.10
4592000,1599494338,2020/9/7 15:58:58,Inactive,21.10,50.10
4592999,1599494339,2020/9/7 15:58:59,Inactive,21.10,50.10
4593999,1599494340,2020/9/7 15:59:0,Inactive,21.10,50.10
4594999,1599494341,2020/9/7 15:59:1,Inactive,21.10,50.10
4596000,1599494342,2020/9/7 15:59:2,Inactive,21.10,50.10
4596999,1599494343,2020/9/7 15:59:3,Inactive,21.20,50.20
4598000,1599494344,2020/9/7 15:59:4,Inactive,21.20,50.20
4598999,1599494345,2020/9/7 15:59:5,Inactive,21.20,50.20
4600000,1599494346,2020/9/7 15:59:6,Inactive,21.20,50.20
4600999,1599494347,2020/9/7 15:59:7,Inactive,21.10,50.10
4602000,1599494348,2020/9/7 15:59:8,Inactive,21.10,50.10
4602999,1599494349,2020/9/7 15:59:9,Inactive,21.20,50.10
4603999,1599494350,2020/9/7 15:59:10,Inactive,21.20,50.10
4604999,1599494351,2020/9/7 15:59:11,Inactive,21.20,50.10
4606000,1599494352,2020/9/7 15:59:12,Inactive,21.20,50.10
4606999,1599494353,2020/9/7 15:59:13,Inactive,21.20,50.10
4608000,1599494354,2020/9/7 15:59:14,Inactive,21.20,50.10
4608999,1599494355,2020/9/7 15:59:15,Inactive,21.20,50.10
4609999,1599494356,2020/9/7 15:59:16,Inactive,21.20,50.10
4610999,1599494357,2020/9/7 15:59:17,Inactive,21.20,50.00
4611999,1599494358,2020/9/7 15:59:18,Inactive,21.20,50.00
4612999,1599494359,2020/9/7 15:59:19,Inactive,21.10,50.00
4613999,1599494360,2020/9/7 15:59:20,Inactive,21.10,50.00
4614999,1599494361,2020/9/7 15:59:21,Inactive,21.20,50.00
4615999,1599494362,2020/9/7 15:59:22,Inactive,21.20,50.00
4616999,1599494363,2020/9/7 15:59:23,Inactive,21.20,50.00
4617999,1599494364,2020/9/7 15:59:24,Inactive,21.20,50.00
4618999,1599494365,2020/9/7 15:59:25,Inactive,21.20,49.90
4619999,1599494366,2020/9/7 15:59:26,Inactive,21.20,49.90
4620999,1599494367,2020/9/7 15:59:27,Inactive,21.20,49.90
4621999,1599494368,2020/9/7 15:59:28,Inactive,21.20,49.90
4622999,1599494369,2020/9/7 15:59:29,Inactive,21.10,49.80
4624000,1599494370,2020/9/7 15:59:30,Inactive,21.10,49.80
4624999,1599494371,2020/9/7 15:59:31,Inactive,21.20,49.90
4625999,1599494372,2020/9/7 15:59:32,Inactive,21.20,49.90
4626999,1599494373,2020/9/7 15:59:33,Inactive,21.20,49.90
4627999,1599494374,2020/9/7 15:59:34,Inactive,21.20,49.90
4628999,1599494375,2020/9/7 15:59:35,Inactive,21.20,49.80
4630000,1599494376,2020/9/7 15:59:36,Inactive,21.20,49.80
4630999,1599494377,2020/9/7 15:59:37,Inactive,21.20,49.80
4632000,1599494378,2020/9/7 15:59:38,Inactive,21.20,49.80
4632999,1599494379,2020/9/7 15:59:39,Inactive,21.20,49.80
4634000,1599494380,2020/9/7 15:59:40,Inactive,21.20,49.80
4634999,1599494381,2020/9/7 15:59:41,Inactive,21.20,49.80
4636000,1599494382,2020/9/7 15:59:42,Inactive,21.20,49.80
4636999,1599494383,2020/9/7 15:59:43,Inactive,21.20,49.80
4638000,1599494384,2020/9/7 15:59:44,Inactive,21.20,49.80
4638999,1599494385,2020/9/7 15:59:45,Inactive,21.10,49.80
4640000,1599494386,2020/9/7 15:59:46,Inactive,21.10,49.80
4640999,1599494387,2020/9/7 15:59:47,Inactive,21.20,49.90
4641999,1599494388,2020/9/7 15:59:48,Inactive,21.20,49.90
4642999,1599494389,2020/9/7 15:59:49,Inactive,21.20,49.90
4643999,1599494390,2020/9/7 15:59:50,Inactive,21.20,49.90
4644999,1599494391,2020/9/7 15:59:51,Inactive,21.20,49.90
4645999,1599494392,2020/9/7 15:59:52,Inactive,21.20,49.90
4646999,1599494393,2020/9/7 15:59:53,Inactive,21.20,49.90
4647999,1599494394,2020/9/7 15:59:54,Inactive,21.20,49.90
4648999,1599494395,2020/9/7 15:59:55,Inactive,21.20,49.90
4649999,1599494396,2020/9/7 15:59:56,Inactive,21.20,49.90
4650999,1599494397,2020/9/7 15:59:57,Inactive,21.20,49.90
4651999,1599494398,2020/9/7 15:59:58,Inactive,21.20,49.90
4652999,1599494399,2020/9/7 15:59:59,Inactive,21.20,49.90
4653999,1599494400,2020/9/7 16:0:0,Inactive,21.20,49.90
4654999,1599494401,2020/9/7 16:0:1,Inactive,21.20,49.90
4656000,1599494402,2020/9/7 16:0:2,Inactive,21.20,49.90
4656999,1599494403,2020/9/7 16:0:3,Inactive,21.20,49.90
4657999,1599494404,2020/9/7 16:0:4,Inactive,21.20,49.90
4658999,1599494405,2020/9/7 16:0:5,Inactive,21.20,49.90
4659999,1599494406,2020/9/7 16:0:6,Inactive,21.20,49.90
4660999,1599494407,2020/9/7 16:0:7,Inactive,21.20,49.90
4661999,1599494408,2020/9/7 16:0:8,Inactive,21.20,49.90
4662999,1599494409,2020/9/7 16:0:9,Inactive,21.20,49.90
4663999,1599494410,2020/9/7 16:0:10,Inactive,21.20,49.90
4664999,1599494411,2020/9/7 16:0:11,Inactive,21.20,49.90
4665999,1599494412,2020/9/7 16:0:12,Inactive,21.20,49.90
4666999,1599494413,2020/9/7 16:0:13,Inactive,21.20,49.80
4667999,1599494414,2020/9/7 16:0:14,Inactive,21.20,49.80
4668999,1599494415,2020/9/7 16:0:15,Inactive,21.20,49.80
4669999,1599494416,2020/9/7 16:0:16,Inactive,21.20,49.80
4670999,1599494417,2020/9/7 16:0:17,Inactive,21.20,49.80
4672000,1599494418,2020/9/7 16:0:18,Inactive,21.20,49.80
4672999,1599494419,2020/9/7 16:0:19,Inactive,21.20,49.90
4673999,1599494420,2020/9/7 16:0:20,Inactive,21.20,49.90
4674999,1599494421,2020/9/7 16:0:21,Inactive,21.20,49.90
4675999,1599494422,2020/9/7 16:0:22,Inactive,21.20,49.90
4676999,1599494423,2020/9/7 16:0:23,Inactive,21.20,49.90
4677999,1599494424,2020/9/7 16:0:24,Inactive,21.20,49.90
4678999,1599494425,2020/9/7 16:0:25,Inactive,21.20,49.90
4679999,1599494426,2020/9/7 16:0:26,Inactive,21.20,49.90
4680999,1599494427,2020/9/7 16:0:27,Inactive,21.20,50.00
4681999,1599494428,2020/9/7 16:0:28,Inactive,21.20,50.00
4682999,1599494429,2020/9/7 16:0:29,Inactive,21.20,50.00
4683999,1599494430,2020/9/7 16:0:30,Inactive,21.20,50.00
4684999,1599494431,2020/9/7 16:0:31,Inactive,21.20,50.10
4685999,1599494432,2020/9/7 16:0:32,Inactive,21.20,50.10
4686999,1599494433,2020/9/7 16:0:33,Inactive,21.20,50.10
4688000,1599494434,2020/9/7 16:0:34,Inactive,21.20,50.10
4688999,1599494435,2020/9/7 16:0:35,Inactive,21.20,50.10
4689999,1599494436,2020/9/7 16:0:36,Inactive,21.20,50.10
4690999,1599494437,2020/9/7 16:0:37,Inactive,21.20,50.10
4691999,1599494438,2020/9/7 16:0:38,Inactive,21.20,50.10
4692999,1599494439,2020/9/7 16:0:39,Inactive,21.20,50.10
4693999,1599494440,2020/9/7 16:0:40,Inactive,21.20,50.10
4694999,1599494441,2020/9/7 16:0:41,Inactive,21.20,50.10
4695999,1599494442,2020/9/7 16:0:42,Inactive,21.20,50.10
4696999,1599494443,2020/9/7 16:0:43,Inactive,21.20,50.00
4697999,1599494444,2020/9/7 16:0:44,Inactive,21.20,50.00
4698999,1599494445,2020/9/7 16:0:45,Inactive,21.20,50.00
4699999,1599494446,2020/9/7 16:0:46,Inactive,21.20,50.00
4700999,1599494447,2020/9/7 16:0:47,Inactive,21.20,50.00
4701999,1599494448,2020/9/7 16:0:48,Inactive,21.20,50.00
4702999,1599494449,2020/9/7 16:0:49,Inactive,21.20,49.90
4704000,1599494450,2020/9/7 16:0:50,Inactive,21.20,49.90
4704999,1599494451,2020/9/7 16:0:51,Inactive,21.20,49.80
4705999,1599494452,2020/9/7 16:0:52,Inactive,21.20,49.80
4706999,1599494453,2020/9/7 16:0:53,Inactive,21.20,49.80
4707999,1599494454,2020/9/7 16:0:54,Inactive,21.20,49.80
4708999,1599494455,2020/9/7 16:0:55,Inactive,21.20,49.80
4709999,1599494456,2020/9/7 16:0:56,Inactive,21.20,49.80
4710999,1599494457,2020/9/7 16:0:57,Inactive,21.20,49.80
4711999,1599494458,2020/9/7 16:0:58,Inactive,21.20,49.80
4712999,1599494459,2020/9/7 16:0:59,Inactive,21.20,49.70
4713999,1599494460,2020/9/7 16:1:0,Inactive,21.20,49.70
4714999,1599494461,2020/9/7 16:1:1,Inactive,21.20,49.80
4715999,1599494462,2020/9/7 16:1:2,Inactive,21.20,49.80
4716999,1599494463,2020/9/7 16:1:3,Inactive,21.20,49.70
4717999,1599494464,2020/9/7 16:1:4,Inactive,21.20,49.70
4718999,1599494465,2020/9/7 16:1:5,Inactive,21.20,49.70
4720000,1599494466,2020/9/7 16:1:6,Inactive,21.20,49.70
4720999,1599494467,2020/9/7 16:1:7,Inactive,21.20,49.70
4721999,1599494468,2020/9/7 16:1:8,Inactive,21.20,49.70
4722999,1599494469,2020/9/7 16:1:9,Inactive,21.20,49.70
4723999,1599494470,2020/9/7 16:1:10,Inactive,21.20,49.70
4724999,1599494471,2020/9/7 16:1:11,Inactive,21.20,49.70
4725999,1599494472,2020/9/7 16:1:12,Inactive,21.20,49.70
4726999,1599494473,2020/9/7 16:1:13,Inactive,21.20,49.70
4727999,1599494474,2020/9/7 16:1:14,Inactive,21.20,49.70
4728999,1599494475,2020/9/7 16:1:15,Inactive,21.20,49.80
4729999,1599494476,2020/9/7 16:1:16,Inactive,21.20,49.80
4730999,1599494477,2020/9/7 16:1:17,Inactive,21.20,49.80
4731999,1599494478,2020/9/7 16:1:18,Inactive,21.20,49.80
4732999,1599494479,2020/9/7 16:1:19,Inactive,21.20,49.90
4733999,1599494480,2020/9/7 16:1:20,Inactive,21.20,49.90
4734999,1599494481,2020/9/7 16:1:21,Inactive,21.20,49.90
4736000,1599494482,2020/9/7 16:1:22,Inactive,21.20,49.90
4736999,1599494483,2020/9/7 16:1:23,Inactive,21.20,50.10
4737999,1599494484,2020/9/7 16:1:24,Inactive,21.20,50.10
4738999,1599494485,2020/9/7 16:1:25,Inactive,21.20,50.20
4740000,1599494486,2020/9/7 16:1:26,Inactive,21.20,50.20
4740999,1599494487,2020/9/7 16:1:27,Inactive,21.20,50.20
4742000,1599494488,2020/9/7 16:1:28,Inactive,21.20,50.20
4742999,1599494489,2020/9/7 16:1:29,Inactive,21.20,50.20
4744000,1599494490,2020/9/7 16:1:30,Inactive,21.20,50.20
4744999,1599494491,2020/9/7 16:1:31,Inactive,21.20,50.20
4746000,1599494492,2020/9/7 16:1:32,Inactive,21.20,50.20
4746999,1599494493,2020/9/7 16:1:33,Inactive,21.20,50.10
4747999,1599494494,2020/9/7 16:1:34,Inactive,21.20,50.10
4748999,1599494495,2020/9/7 16:1:35,Inactive,21.20,50.10
4749999,1599494496,2020/9/7 16:1:36,Inactive,21.20,50.10
4750999,1599494497,2020/9/7 16:1:37,Inactive,21.20,50.00
4752000,1599494498,2020/9/7 16:1:38,Inactive,21.20,50.00
4752999,1599494499,2020/9/7 16:1:39,Inactive,21.20,50.00
4753999,1599494500,2020/9/7 16:1:40,Inactive,21.20,50.00
4754999,1599494501,2020/9/7 16:1:41,Inactive,21.20,50.00
4755999,1599494502,2020/9/7 16:1:42,Inactive,21.20,50.00
4756999,1599494503,2020/9/7 16:1:43,Inactive,21.20,50.00
4757999,1599494504,2020/9/7 16:1:44,Inactive,21.20,50.00
4758999,1599494505,2020/9/7 16:1:45,Inactive,21.20,50.00
4759999,1599494506,2020/9/7 16:1:46,Inactive,21.20,50.00
4760999,1599494507,2020/9/7 16:1:47,Inactive,21.20,50.00
4761999,1599494508,2020/9/7 16:1:48,Inactive,21.20,50.00
4762999,1599494509,2020/9/7 16:1:49,Inactive,21.20,50.00
4763999,1599494510,2020/9/7 16:1:50,Inactive,21.20,50.00
4764999,1599494511,2020/9/7 16:1:51,Inactive,21.20,50.00
4765999,1599494512,2020/9/7 16:1:52,Inactive,21.20,50.00
4766999,1599494513,2020/9/7 16:1:53,Inactive,21.20,50.00
4768000,1599494514,2020/9/7 16:1:54,Inactive,21.20,50.00
4768999,1599494515,2020/9/7 16:1:55,Inactive,21.20,50.00
4769999,1599494516,2020/9/7 16:1:56,Inactive,21.20,50.00
4770999,1599494517,2020/9/7 16:1:57,Inactive,21.20,49.90
4771999,1599494518,2020/9/7 16:1:58,Inactive,21.20,49.90
4772999,1599494519,2020/9/7 16:1:59,Inactive,21.20,49.90
4773999,1599494520,2020/9/7 16:2:0,Inactive,21.20,49.90
4774999,1599494521,2020/9/7 16:2:1,Inactive,21.20,49.90
4775999,1599494522,2020/9/7 16:2:2,Inactive,21.20,49.90
4776999,1599494523,2020/9/7 16:2:3,Inactive,21.20,49.90
4777999,1599494524,2020/9/7 16:2:4,Inactive,21.20,49.90
4778999,1599494525,2020/9/7 16:2:5,Inactive,21.20,49.90
4779999,1599494526,2020/9/7 16:2:6,Inactive,21.20,49.90
4780999,1599494527,2020/9/7 16:2:7,Inactive,21.20,49.90
4781999,1599494528,2020/9/7 16:2:8,Inactive,21.20,49.90
4782999,1599494529,2020/9/7 16:2:9,Inactive,21.20,49.90
4784000,1599494530,2020/9/7 16:2:10,Inactive,21.20,49.90
4784999,1599494531,2020/9/7 16:2:11,Inactive,21.20,49.90
4785999,1599494532,2020/9/7 16:2:12,Inactive,21.20,49.90
4786999,1599494533,2020/9/7 16:2:13,Inactive,21.20,49.90
4787999,1599494534,2020/9/7 16:2:14,Inactive,21.20,49.90
4788999,1599494535,2020/9/7 16:2:15,Inactive,21.20,49.90
4789999,1599494536,2020/9/7 16:2:16,Inactive,21.20,49.90
4790999,1599494537,2020/9/7 16:2:17,Inactive,21.20,49.90
4791999,1599494538,2020/9/7 16:2:18,Inactive,21.20,49.90
4792999,1599494539,2020/9/7 16:2:19,Inactive,21.20,50.00
4793999,1599494540,2020/9/7 16:2:20,Inactive,21.20,50.00
4794999,1599494541,2020/9/7 16:2:21,Inactive,21.20,50.00
4795999,1599494542,2020/9/7 16:2:22,Inactive,21.20,50.00
4796999,1599494543,2020/9/7 16:2:23,Inactive,21.20,50.00
4797999,1599494544,2020/9/7 16:2:24,Inactive,21.20,50.00
